Transaction_ID,Date,Customer_ID,Customer_Segment,Region,City,Product_ID,Product,Category,Quantity,Unit_Price,Discount_Percent,Payment_Method,Sales_Channel,Customer_Rating,Delivery_Days,Gross_Sales,Discount_Amount,Net_Sales,Cost,Profit
T00305,2026-04-03,C0006,Regular,North,Delhi,P001,Laptop,Electronics,5,59489.51,0.0,Credit Card,Website,2.9,5,297447.55,0.0,297447.55,260000,37447.55
T00306,2026-04-06,C0132,Regular,West,Pune,P003,Headphones,Electronics,1,3691.01,0.0,UPI,Mobile App,4.9,2,3691.01,0.0,3691.01,3200,491.01
T00307,2026-01-03,C0137,Regular,West,Pune,P002,Smartphone,Electronics,2,34922.24,10.0,UPI,Mobile App,3.4,3,69844.48,6984.45,62860.03,56000,6860.03
T00308,2026-08-25,C0112,Regular,North,Delhi,P003,Headphones,Electronics,2,3928.14,10.0,Credit Card,Marketplace,3.9,2,7856.28,785.63,7070.65,6400,670.65
T00309,2026-01-11,C0085,Budget,North,Delhi,P001,Laptop,Electronics,1,60872.15,0.0,Cash,Website,3.4,2,60872.15,0.0,60872.15,52000,8872.15
T00310,2026-01-18,C0090,Budget,South,Bengaluru,P004,Keyboard,Electronics,1,2399.4,10.0,UPI,Mobile App,3.9,4,2399.4,239.94,2159.46,2200,-40.54
T00311,2026-03-20,C0072,Budget,East,Kolkata,P006,Study Table,Furniture,1,6799.6,10.0,Net Banking,Mobile App,4.3,5,6799.6,679.96,6119.64,6200,-80.36
T00312,2026-06-24,C0076,Regular,North,Delhi,P002,Smartphone,Electronics,1,31700.97,0.0,Credit Card,Mobile App,4.2,5,31700.97,0.0,31700.97,28000,3700.97
T00313,2026-03-05,C0027,Budget,East,Patna,P004,Keyboard,Electronics,2,2471.85,10.0,Cash,Website,3.5,1,4943.7,494.37,4449.33,4400,49.33
T00314,2026-05-21,C0062,Budget,South,Chennai,P001,Laptop,Electronics,1,61662.42,15.0,Net Banking,Marketplace,3.8,5,61662.42,9249.36,52413.06,52000,413.06
T00315,2026-02-19,C0082,Premium,North,Lucknow,P007,Backpack,Fashion,4,2328.19,0.0,Debit Card,Website,3.2,6,9312.76,0.0,9312.76,7200,2112.76
T00316,2026-06-08,C0128,Budget,,Jaipur,P005,Office Chair,Furniture,2,8670.99,5.0,Cash,Marketplace,3.8,1,17341.98,867.1,16474.88,15600,874.88
T00317,2026-09-02,C0107,Regular,East,Bhubaneswar,P004,Keyboard,Electronics,2,2711.15,20.0,Debit Card,Mobile App,3.4,3,5422.3,1084.46,4337.84,4400,-62.16
T00318,2026-06-20,C0075,Budget,West,Pune,P007,Backpack,Fashion,2,1973.65,5.0,Net Banking,Website,4.4,4,3947.3,197.36,3749.94,3600,149.94
T00319,2026-07-04,C0107,Premium,South,Bengaluru,P007,Backpack,Fashion,1,2260.11,5.0,Credit Card,Website,3.0,7,2260.11,113.01,2147.1,1800,347.1
T00320,2026-03-01,C0066,Regular,North,Jaipur,P001,Laptop,Electronics,1,59790.63,0.0,Net Banking,Mobile App,5.0,4,59790.63,0.0,59790.63,52000,7790.63
T00321,2026-04-20,C0078,Budget,West,Pune,P001,Laptop,Electronics,5,64259.41,10.0,Credit Card,Marketplace,3.3,3,321297.05,32129.7,289167.35,260000,29167.35
T00322,2026-06-13,C0148,Budget,East,Bhubaneswar,P006,Study Table,Furniture,3,8203.04,15.0,Debit Card,Website,3.8,4,24609.12,3691.37,20917.75,18600,2317.75
T00323,2026-03-28,C0142,Premium,West,Mumbai,P007,Backpack,Fashion,3,1951.89,15.0,Net Banking,Marketplace,3.9,1,5855.67,878.35,4977.32,5400,-422.68
T00324,2026-09-02,C0031,Regular,South,Hyderabad,P004,Keyboard,Electronics,3,2839.21,,Net Banking,Website,4.0,3,8517.63,0.0,8517.63,6600,1917.63
T00325,2026-04-05,C0022,Regular,West,Ahmedabad,P009,Coffee Maker,Home Appliances,5,5900.83,15.0,Cash,Website,3.8,4,29504.15,4425.62,25078.53,24000,1078.53
T00326,2026-02-23,C0016,Budget,South,Hyderabad,P002,Smartphone,Electronics,4,37624.57,10.0,,Marketplace,3.2,2,150498.28,15049.83,135448.45,112000,23448.45
T00327,2026-07-07,C0108,Regular,South,Bengaluru,P009,Coffee Maker,Home Appliances,3,6084.27,5.0,Cash,Website,3.8,7,18252.81,912.64,17340.17,14400,2940.17
T00328,2026-02-21,C0111,Regular,West,Ahmedabad,P007,Backpack,Fashion,1,1956.49,5.0,Debit Card,Website,4.0,2,1956.49,97.82,1858.67,1800,58.67
T00329,2026-09-24,C0042,Budget,East,Kolkata,P002,Smartphone,Electronics,1,31037.45,10.0,Credit Card,Mobile App,3.3,6,31037.45,3103.74,27933.71,28000,-66.29
T00330,2026-09-20,C0011,Budget,South,Chennai,P002,Smartphone,Electronics,6,34358.48,0.0,Net Banking,Website,4.3,8,206150.88,0.0,206150.88,168000,38150.88
T00331,2026-04-28,C0054,Regular,South,Bengaluru,P006,Study Table,Furniture,3,8242.96,25.0,debit card,Website,3.8,7,24728.88,6182.22,18546.66,18600,-53.34
T00332,2026-01-26,C0054,Regular,South,Chennai,P006,Study Table,Furniture,4,7228.3,,UPI,Mobile App,4.3,2,28913.2,2891.32,26021.88,24800,1221.88
T00333,2026-04-16,C0047,Regular,West,Pune,P004,Keyboard,Electronics,2,2444.4,20.0,Net Banking,Website,2.5,2,4888.8,977.76,3911.04,4400,-488.96
T00334,2026-08-18,C0052,Regular,East,Kolkata,P010,Air Fryer,Home Appliances,1,8704.1,10.0,Net Banking,Website,4.3,3,8704.1,870.41,7833.69,7200,633.69
T00335,2026-01-08,C0036,Regular,North,Jaipur,P003,Headphones,Electronics,1,3770.19,0.0,Debit Card,Mobile App,3.3,5,3770.19,0.0,3770.19,3200,570.19
T00336,2026-01-17,C0039,Budget,North,Delhi,P002,Smartphone,Electronics,1,33511.75,10.0,Credit Card,Mobile App,3.1,4,33511.75,3351.18,30160.57,28000,2160.57
T00337,2026-09-10,C0001,Regular,South,Chennai,P007,Backpack,Fashion,4,2324.77,5.0,Credit Card,Marketplace,4.4,2,9299.08,464.95,8834.13,7200,1634.13
T00338,2026-02-02,C0012,Budget,North,Jaipur,P005,Office Chair,Furniture,2,10520.81,0.0,Debit Card,Website,4.2,1,21041.62,0.0,21041.62,15600,5441.62
T00339,2026-06-20,C0108,Premium,South,Chennai,P007,Backpack,Fashion,2,1970.52,10.0,Credit Card,Mobile App,,2,3941.04,394.1,3546.94,3600,-53.06
T00340,2026-03-26,C0055,Regular,South,Chennai,P003,Headphones,Electronics,5,3858.72,10.0,upi,Mobile App,4.0,3,19293.6,1929.36,17364.24,16000,1364.24
T00341,2026-09-08,C0039,Regular,North,Jaipur,P001,Laptop,Electronics,3,66882.24,10.0,Cash,Website,4.3,3,200646.72,20064.67,180582.05,156000,24582.05
T00342,2026-01-08,C0122,Premium,South,Hyderabad,P001,Laptop,Electronics,2,63344.37,10.0,Net Banking,Website,4.0,3,126688.74,12668.87,114019.87,104000,10019.87
T00343,2026-01-15,C0071,Premium,South,Hyderabad,P009,Coffee Maker,Home Appliances,2,6427.89,0.0,UPI,Marketplace,2.3,7,12855.78,0.0,12855.78,9600,3255.78
T00344,2026-07-07,C0112,Regular,South,Chennai,P005,Office Chair,Furniture,2,10397.17,25.0,Net Banking,Website,4.6,1,20794.34,5198.58,15595.76,15600,-4.24
T00345,2026-08-20,C0068,Premium,North,Lucknow,P007,Backpack,Fashion,3,2143.64,10.0,Credit Card,Website,4.0,5,6430.92,643.09,5787.83,5400,387.83
T00346,2026-03-07,C0045,Regular,West,Ahmedabad,P004,Keyboard,Electronics,1,2433.6,5.0,Net Banking,Website,3.4,1,2433.6,121.68,2311.92,2200,111.92
T00347,2026-08-04,C0051,Regular,West,Ahmedabad,P003,Headphones,Electronics,3,4286.84,15.0,Debit Card,Website,3.6,7,12860.52,1929.08,10931.44,9600,1331.44
T00348,2026-04-09,C0098,Regular,East,Patna,P006,Study Table,Furniture,1,6999.37,25.0,Cash,Mobile App,3.6,4,6999.37,1749.84,5249.53,6200,-950.47
T00349,2026-03-26,C0026,Budget,East,Patna,P004,Keyboard,Electronics,1,2470.29,20.0,UPI,Mobile App,3.1,2,2470.29,494.06,1976.23,2200,-223.77
T00350,2026-08-13,C0149,Regular,East,Patna,P004,Keyboard,Electronics,2,2728.71,10.0,Debit Card,Mobile App,4.4,2,5457.42,545.74,4911.68,4400,511.68
T00351,2026-09-02,C0109,Regular,North,Jaipur,P005,Office Chair,Furniture,1,9896.81,5.0,Cash,Mobile App,3.8,9,9896.81,494.84,9401.97,7800,1601.97
T00352,2026-02-27,C0041,Regular,North,Delhi,P010,Air Fryer,Home Appliances,1,9125.17,5.0,UPI,Website,3.8,3,9125.17,456.26,8668.91,7200,1468.91
T00353,2026-08-29,C0116,Regular,North,Lucknow,P002,Smartphone,Electronics,2,30931.15,10.0,Cash,Website,3.1,6,61862.3,6186.23,55676.07,56000,-323.93
T00354,2026-07-30,C0025,Regular,South,Chennai,P006,Study Table,Furniture,5,7695.29,15.0,Debit Card,Website,3.4,3,38476.45,5771.47,32704.98,31000,1704.98
T00355,2026-03-11,C0096,Budget,North,Lucknow,P004,Keyboard,Electronics,2,2728.87,10.0,Debit Card,Website,4.0,1,5457.74,545.77,4911.97,4400,511.97
T00356,2026-05-17,C0132,Regular,North,Delhi,P009,Coffee Maker,Home Appliances,1,6025.59,15.0,Debit Card,Mobile App,4.6,7,6025.59,903.84,5121.75,4800,321.75
T00357,2026-04-05,C0105,Budget,West,Ahmedabad,P007,Backpack,Fashion,5,2428.52,15.0,UPI,Website,2.8,2,12142.6,1821.39,10321.21,9000,1321.21
T00358,2026-05-31,C0089,Premium,West,Mumbai,P008,Running Shoes,Fashion,2,4168.1,5.0,Net Banking,Website,4.2,2,8336.2,416.81,7919.39,7000,919.39
T00359,2026-03-16,C0118,Regular,East,Patna,P007,Backpack,Fashion,25,2122.34,0.0,Cash,Website,3.0,3,6367.02,0.0,6367.02,5400,967.02
T00360,2026-04-10,C0007,Premium,North,Delhi,P004,Keyboard,Electronics,3,2908.82,15.0,UPI,Website,3.4,4,8726.46,1308.97,7417.49,6600,817.49
T00361,2026-02-03,C0036,Premium,South,Hyderabad,P009,Coffee Maker,Home Appliances,2,6296.87,20.0,Credit Card,Marketplace,3.3,6,12593.74,2518.75,10074.99,9600,474.99
T00362,2026-06-15,C0078,Regular,South,Hyderabad,P005,Office Chair,Furniture,1,9081.21,15.0,Cash,Mobile App,3.7,5,9081.21,1362.18,7719.03,7800,-80.97
T00363,2026-07-15,C0035,Budget,West,Ahmedabad,P002,Smartphone,Electronics,3,35849.35,15.0,Cash,Website,3.9,8,107548.05,16132.21,91415.84,84000,7415.84
T00364,2026-06-14,C0127,Regular,West,Ahmedabad,P002,Smartphone,Electronics,4,34389.76,5.0,Cash,Marketplace,3.5,1,137559.04,6877.95,130681.09,112000,18681.09
T00365,2026-02-19,C0079,Premium,East,Kolkata,P004,Keyboard,Electronics,4,2806.87,0.0,Debit Card,Mobile App,3.1,6,11227.48,0.0,11227.48,8800,2427.48
T00366,2026-09-13,C0116,Regular,South,Hyderabad,P009,Coffee Maker,Home Appliances,1,6450.96,10.0,UPI,Website,4.1,1,6450.96,645.1,5805.86,4800,1005.86
T00367,2026-02-07,C0014,Budget,North,Jaipur,P005,Office Chair,Furniture,4,9488.63,10.0,Credit Card,Website,4.6,7,37954.52,3795.45,34159.07,31200,2959.07
T00368,2026-05-08,C0113,Premium,South,Bengaluru,P004,Keyboard,Electronics,4,2907.66,20.0,Credit Card,Website,4.1,5,11630.64,2326.13,9304.51,8800,504.51
T00369,2026-04-15,C0066,Premium,West,Mumbai,P010,Air Fryer,Home Appliances,2,9565.82,5.0,Net Banking,Mobile App,4.5,3,19131.64,956.58,18175.06,14400,3775.06
T00370,2026-08-04,C0132,Regular,West,Ahmedabad,P001,Laptop,Electronics,3,69200.46,10.0,Credit Card,Website,4.6,6,207601.38,20760.14,186841.24,156000,30841.24
T00371,2026-02-25,C0113,Regular,North,Lucknow,P001,Laptop,Electronics,6,59427.51,0.0,Credit Card,Mobile App,4.6,6,356565.06,0.0,356565.06,312000,44565.06
T00372,2026-07-15,C0067,Budget,West,Mumbai,P009,Coffee Maker,Home Appliances,4,5196.84,15.0,Credit Card,Marketplace,3.5,6,20787.36,3118.1,17669.26,19200,-1530.74
T00373,2026-01-09,C0076,Budget,South,Chennai,P004,Keyboard,Electronics,4,2534.64,10.0,Debit Card,Website,4.1,2,10138.56,1013.86,9124.7,8800,324.7
T00374,2026-01-22,C0126,Regular,North,Jaipur,P006,Study Table,Furniture,1,7394.72,10.0,UPI,Mobile App,3.7,6,7394.72,739.47,6655.25,6200,455.25
T00375,2026-02-25,C0119,Premium,East,Bhubaneswar,P003,Headphones,Electronics,2,3597.94,15.0,Net Banking,Website,3.9,1,7195.88,1079.38,6116.5,6400,-283.5
T00376,2026-03-15,C0017,Budget,East,Patna,P009,Coffee Maker,Home Appliances,1,5847.27,15.0,Net Banking,Mobile App,4.7,4,5847.27,877.09,4970.18,4800,170.18
T00377,2026-05-05,C0081,Regular,West,Pune,P006,Study Table,Furniture,1,7853.15,5.0,UPI,Mobile App,4.1,2,7853.15,392.66,7460.49,6200,1260.49
T00378,2026-02-13,C0027,Regular,North,Jaipur,P003,Headphones,Electronics,1,4277.51,5.0,Net Banking,Website,4.4,4,4277.51,213.88,4063.63,3200,863.63
T00379,2026-06-03,C0035,Regular,North,Lucknow,P009,Coffee Maker,Home Appliances,2,5987.83,10.0,Cash,Website,4.2,6,11975.66,1197.57,10778.09,9600,1178.09
T00380,2026-01-10,C0071,Budget,West,Ahmedabad,P009,Coffee Maker,Home Appliances,2,6054.14,,Net Banking,Mobile App,3.7,1,12108.28,2421.66,9686.62,9600,86.62
T00381,2026-01-15,C0062,Budget,West,Ahmedabad,P003,Headphones,Electronics,3,3975.22,15.0,UPI,Website,2.6,1,11925.66,1788.85,10136.81,9600,536.81
T00382,2026-07-22,C0074,Regular,South,Chennai,P009,Coffee Maker,Home Appliances,2,6070.3,0.0,Debit Card,Website,4.1,1,12140.6,0.0,12140.6,9600,2540.6
T00383,2026-05-17,C0068,Budget,North,Delhi,P002,Smartphone,Electronics,5,30285.72,10.0,Cash,Mobile App,5.0,5,151428.6,15142.86,136285.74,140000,-3714.26
T00384,2026-07-31,C0101,Regular,South,Chennai,P009,Coffee Maker,Home Appliances,2,5876.79,5.0,UPI,Website,3.5,6,11753.58,587.68,11165.9,9600,1565.9
T00385,2026-09-04,C0019,Premium,West,Ahmedabad,P009,Coffee Maker,Home Appliances,1,5517.15,10.0,Credit Card,Mobile App,4.2,4,5517.15,551.72,4965.43,4800,165.43
T00386,2026-03-17,C0063,Regular,South,Bengaluru,P002,Smartphone,Electronics,5,34424.9,5.0,UPI,Marketplace,4.8,3,172124.5,8606.22,163518.28,140000,23518.28
T00387,2026-05-09,C0049,Premium,West,Ahmedabad,P004,Keyboard,Electronics,2,2400.39,15.0,Credit Card,Mobile App,5.0,3,4800.78,720.12,4080.66,4400,-319.34
T00388,2026-01-26,C0121,Regular,,Hyderabad,P008,Running Shoes,Fashion,2,3972.84,5.0,Debit Card,Marketplace,3.4,1,7945.68,397.28,7548.4,7000,548.4
T00389,2026-03-07,C0087,Regular,West,Mumbai,P008,Running Shoes,Fashion,1,4202.16,0.0,UPI,Marketplace,3.2,4,4202.16,0.0,4202.16,3500,702.16
T00390,2026-06-11,C0044,Regular,East,Patna,P005,Office Chair,Furniture,3,10225.79,10.0,Cash,Marketplace,3.8,2,30677.37,3067.74,27609.63,23400,4209.63
T00391,2026-03-25,C0053,Premium,West,Pune,P003,Headphones,Electronics,1,3935.95,10.0,Debit Card,Mobile App,4.5,3,3935.95,393.6,3542.35,3200,342.35
T00392,2026-05-29,C0121,Regular,East,Kolkata,P006,Study Table,Furniture,3,7024.92,5.0,debit card,Mobile App,4.4,4,21074.76,1053.74,20021.02,18600,1421.02
T00393,2026-05-25,C0115,Regular,East,Bhubaneswar,P006,Study Table,Furniture,1,6784.43,15.0,Net Banking,Website,4.7,6,6784.43,1017.66,5766.77,6200,-433.23
T00394,2026-05-05,C0051,Regular,West,Pune,P008,Running Shoes,Fashion,5,4500.29,10.0,UPI,Mobile App,5.0,2,22501.45,2250.14,20251.31,17500,2751.31
T00395,2026-09-10,C0014,Budget,South,Bengaluru,P008,Running Shoes,Fashion,4,4023.32,15.0,Credit Card,Website,2.7,6,16093.28,2413.99,13679.29,14000,-320.71
T00396,2026-02-13,C0086,Regular,West,Ahmedabad,P005,Office Chair,Furniture,2,9976.4,0.0,Credit Card,Website,3.6,4,19952.8,0.0,19952.8,15600,4352.8
T00397,2026-01-18,C0057,Regular,South,Bengaluru,P005,Office Chair,Furniture,3,8922.3,10.0,Net Banking,Website,4.0,1,26766.9,2676.69,24090.21,23400,690.21
T00398,2026-03-05,C0033,Budget,West,Pune,P006,Study Table,Furniture,1,6757.04,0.0,Credit Card,Website,5.0,1,6757.04,0.0,6757.04,6200,557.04
T00399,2026-06-21,C0053,Premium,West,Mumbai,P006,Study Table,Furniture,2,7224.2,0.0,Net Banking,Marketplace,4.1,6,14448.4,0.0,14448.4,12400,2048.4
T00400,2026-09-08,C0054,Premium,South,Bengaluru,P008,Running Shoes,Fashion,1,4376.08,10.0,Net Banking,Marketplace,4.0,3,4376.08,437.61,3938.47,3500,438.47
T00401,2026-04-14,C0123,Premium,West,Mumbai,P002,Smartphone,Electronics,1,32639.46,5.0,Net Banking,Marketplace,4.1,7,32639.46,1631.97,31007.49,28000,3007.49
T00402,2026-05-31,C0073,Regular,West,Pune,P001,Laptop,Electronics,2,68107.36,5.0,Cash,Mobile App,,2,136214.72,6810.74,129403.98,104000,25403.98
T00403,2026-09-12,C0143,Premium,South,Chennai,P003,Headphones,Electronics,1,4241.23,15.0,Cash,Website,4.4,2,4241.23,636.18,3605.05,3200,405.05
T00404,2026-05-31,C0123,Regular,West,Ahmedabad,P003,Headphones,Electronics,2,3583.84,25.0,Cash,Marketplace,4.3,5,7167.68,1791.92,5375.76,6400,-1024.24
T00405,2026-09-01,C0028,Budget,South,Chennai,P009,Coffee Maker,Home Appliances,5,5296.37,10.0,Cash,Marketplace,3.8,1,26481.85,2648.18,23833.67,24000,-166.33
T00406,2026-02-25,C0105,Budget,South,Chennai,P004,Keyboard,Electronics,5,2539.69,5.0,Debit Card,Website,4.4,6,12698.45,634.92,12063.53,11000,1063.53
T00407,2026-08-03,C0098,Budget,North,Lucknow,P003,Headphones,Electronics,1,4280.73,20.0,Debit Card,Mobile App,4.3,5,4280.73,856.15,3424.58,3200,224.58
T00408,2026-07-26,C0028,Regular,South,Bengaluru,P003,Headphones,Electronics,3,3796.2,10.0,Net Banking,Website,3.4,1,11388.6,1138.86,10249.74,9600,649.74
T00409,2026-03-31,C0049,Regular,East,Kolkata,P004,Keyboard,Electronics,1,2722.48,20.0,Net Banking,Mobile App,,1,2722.48,544.5,2177.98,2200,-22.02
T00410,2026-04-08,C0124,Regular,North,Lucknow,P008,Running Shoes,Fashion,2,4489.06,5.0,,Mobile App,3.9,6,8978.12,448.91,8529.21,7000,1529.21
T00411,2026-05-04,C0049,Premium,South,Chennai,P010,Air Fryer,Home Appliances,3,7937.79,20.0,Cash,Mobile App,3.8,5,23813.37,4762.67,19050.7,21600,-2549.3
T00412,2026-05-25,C0037,Budget,West,Mumbai,P001,Laptop,Electronics,4,60531.8,10.0,Cash,Website,3.7,3,242127.2,24212.72,217914.48,208000,9914.48
T00413,2026-07-13,C0069,Premium,West,Mumbai,P002,Smartphone,Electronics,1,30809.28,10.0,Credit Card,Website,4.0,3,30809.28,3080.93,27728.35,28000,-271.65
T00414,2026-08-19,C0078,Premium,South,Hyderabad,P010,Air Fryer,Home Appliances,1,7963.97,15.0,Cash,Website,3.8,1,7963.97,1194.6,6769.37,7200,-430.63
T00415,2026-04-07,C0043,Regular,West,Ahmedabad,P001,Laptop,Electronics,4,56307.61,15.0,Credit Card,Website,4.6,4,225230.44,33784.57,191445.87,208000,-16554.13
T00416,2026-07-01,C0025,Budget,West,Ahmedabad,P007,Backpack,Fashion,5,2411.56,10.0,Cash,Mobile App,3.4,2,12057.8,1205.78,10852.02,9000,1852.02
T00417,2026-06-02,C0127,Regular,,Bengaluru,P006,Study Table,Furniture,4,7352.66,10.0,Credit card,Website,3.6,3,29410.64,2941.06,26469.58,24800,1669.58
T00418,2026-07-20,C0081,Regular,South,Hyderabad,P008,Running Shoes,Fashion,2,4024.48,5.0,Debit Card,Marketplace,4.0,5,8048.96,402.45,7646.51,7000,646.51
T00419,2026-09-03,C0081,Budget,North,Lucknow,P006,Study Table,Furniture,3,7949.32,5.0,Cash,Website,3.7,3,23847.96,1192.4,22655.56,18600,4055.56
T00420,2026-04-09,C0023,Regular,South,Chennai,P010,Air Fryer,Home Appliances,3,8497.17,15.0,Net Banking,Website,4.0,4,25491.51,3823.73,21667.78,21600,67.78
T00421,2026-05-09,C0010,Regular,South,Hyderabad,P004,Keyboard,Electronics,4,2517.54,5.0,Debit Card,Website,4.0,1,10070.16,503.51,9566.65,8800,766.65
T00422,2026-03-13,C0054,Budget,West,Ahmedabad,P008,Running Shoes,Fashion,3,4604.53,5.0,Credit Card,Website,3.9,2,13813.59,690.68,13122.91,10500,2622.91
T00423,2026-08-08,C0004,Budget,South,Hyderabad,P008,Running Shoes,Fashion,1,4346.62,10.0,UPI,Marketplace,3.8,3,4346.62,434.66,3911.96,3500,411.96
T00424,2026-07-04,C0095,Regular,South,Bengaluru,P001,Laptop,Electronics,1,61583.48,5.0,Cash,Mobile App,5.0,4,61583.48,3079.17,58504.31,52000,6504.31
T00425,2026-04-29,C0045,Regular,South,Chennai,P008,Running Shoes,Fashion,2,3782.56,15.0,Credit Card,Marketplace,3.0,4,7565.12,1134.77,6430.35,7000,-569.65
T00426,2026-09-26,C0120,Budget,North,Jaipur,P002,Smartphone,Electronics,1,33895.64,5.0,Credit Card,Website,3.5,3,33895.64,1694.78,32200.86,28000,4200.86
T00427,2026-06-01,C0003,Regular,South,Chennai,P001,Laptop,Electronics,2,58116.05,20.0,Cash,Website,3.3,2,116232.1,23246.42,92985.68,104000,-11014.32
T00428,2026-08-20,C0099,Regular,South,Bengaluru,P009,Coffee Maker,Home Appliances,4,5650.14,15.0,Credit Card,Website,2.9,2,22600.56,3390.08,19210.48,19200,10.48
T00429,2026-08-04,C0069,Regular,East,Bhubaneswar,P005,Office Chair,Furniture,1,10239.82,15.0,Cash,Website,4.7,7,10239.82,1535.97,8703.85,7800,903.85
T00430,2026-01-05,C0011,Regular,West,Mumbai,P004,Keyboard,Electronics,2,2714.16,0.0,Cash,Mobile App,4.2,9,5428.32,0.0,5428.32,4400,1028.32
T00431,2026-01-20,C0140,Premium,North,Lucknow,P005,Office Chair,Furniture,1,10381.84,0.0,UPI,Mobile App,3.7,2,10381.84,0.0,10381.84,7800,2581.84
T00432,2026-03-13,C0049,Regular,East,Bhubaneswar,P009,Coffee Maker,Home Appliances,4,5331.7,10.0,Credit Card,Mobile App,4.1,3,21326.8,2132.68,19194.12,19200,-5.88
T00433,2026-03-23,C0087,Premium,North,Jaipur,P005,Office Chair,Furniture,1,8982.33,10.0,Debit Card,Mobile App,5.0,5,8982.33,898.23,8084.1,7800,284.1
T00434,2026-05-08,C0007,Premium,South,Bengaluru,P007,Backpack,Fashion,4,2346.5,10.0,Cash,Website,4.8,3,9386.0,938.6,8447.4,7200,1247.4
T00435,2026-06-28,C0039,Budget,West,Pune,P005,Office Chair,Furniture,2,10387.53,20.0,Debit Card,Mobile App,5.0,6,20775.06,4155.01,16620.05,15600,1020.05
T00436,2026-04-01,C0111,Regular,West,Ahmedabad,P008,Running Shoes,Fashion,4,4700.85,25.0,UPI,Mobile App,2.9,5,18803.4,4700.85,14102.55,14000,102.55
T00437,2026-03-10,C0009,Regular,West,Ahmedabad,P005,Office Chair,Furniture,1,9186.99,15.0,Net Banking,Mobile App,4.4,4,9186.99,1378.05,7808.94,7800,8.94
T00438,2026-08-18,C0026,Regular,South,Bengaluru,P010,Air Fryer,Home Appliances,3,9364.03,15.0,Debit Card,Website,4.0,5,28092.09,4213.81,23878.28,21600,2278.28
T00439,2026-09-21,C0097,Regular,West,Ahmedabad,P009,Coffee Maker,Home Appliances,1,5730.01,15.0,Cash,Website,3.8,4,5730.01,859.5,4870.51,4800,70.51
T00440,2026-04-04,C0138,Regular,East,Bhubaneswar,P007,Backpack,Fashion,3,2200.15,10.0,Net Banking,Website,4.7,5,6600.45,660.04,5940.41,5400,540.41
T00441,2026-04-01,C0090,Regular,North,Jaipur,P002,Smartphone,Electronics,6,34332.7,5.0,UPI,Mobile App,5.0,5,205996.2,10299.81,195696.39,168000,27696.39
T00442,2026-03-14,C0117,Regular,East,Patna,P007,Backpack,Fashion,1,2281.22,5.0,Credit Card,Mobile App,3.2,2,2281.22,114.06,2167.16,1800,367.16
T00443,2026-07-23,C0150,Regular,East,Bhubaneswar,P007,Backpack,Fashion,4,2285.79,15.0,Net Banking,Mobile App,4.1,4,9143.16,1371.47,7771.69,7200,571.69
T00444,2026-01-24,C0035,Budget,North,Jaipur,P002,Smartphone,Electronics,4,36095.76,5.0,Net Banking,Marketplace,4.3,2,144383.04,7219.15,137163.89,112000,25163.89
T00445,2026-03-16,C0103,Budget,North,Lucknow,P007,Backpack,Fashion,3,2310.85,5.0,,Mobile App,4.2,4,6932.55,346.63,6585.92,5400,1185.92
T00446,2026-05-12,C0020,Regular,South,Chennai,P002,Smartphone,Electronics,5,31794.5,10.0,Net Banking,Website,2.3,8,158972.5,15897.25,143075.25,140000,3075.25
T00447,2026-03-06,C0069,Premium,North,Jaipur,P002,Smartphone,Electronics,1,31031.23,10.0,Debit Card,Mobile App,4.1,6,31031.23,3103.12,27928.11,28000,-71.89
T00448,2026-04-10,C0128,Premium,North,Delhi,P002,Smartphone,Electronics,1,33006.2,5.0,Cash,Website,4.6,4,33006.2,1650.31,31355.89,28000,3355.89
T00449,2026-02-28,C0097,Budget,East,Kolkata,P004,Keyboard,Electronics,2,2484.95,0.0,,Website,3.9,4,4969.9,0.0,4969.9,4400,569.9
T00450,2026-01-12,C0099,Regular,West,Mumbai,P009,Coffee Maker,Home Appliances,2,5818.05,5.0,Credit Card,Marketplace,4.2,5,11636.1,581.8,11054.3,9600,1454.3
T00451,2026-05-23,C0134,Regular,South,Chennai,P003,Headphones,Electronics,5,4003.07,15.0,Cash,Mobile App,3.7,1,20015.35,3002.3,17013.05,16000,1013.05
T00452,2026-04-12,C0106,Budget,North,Lucknow,P003,Headphones,Electronics,3,3806.09,10.0,Net Banking,Marketplace,4.6,2,11418.27,1141.83,10276.44,9600,676.44
T00453,2026-02-14,C0137,Premium,West,Mumbai,P002,Smartphone,Electronics,4,35004.12,25.0,UPI,Website,3.8,3,140016.48,35004.12,105012.36,112000,-6987.64
T00454,2026-03-09,C0025,Regular,West,Mumbai,P003,Headphones,Electronics,1,3801.11,10.0,Net Banking,Website,4.3,2,3801.11,380.11,3421.0,3200,221.0
T00455,2026-09-13,C0056,Premium,East,Patna,P010,Air Fryer,Home Appliances,2,9414.69,10.0,UPI,Mobile App,3.3,4,18829.38,1882.94,16946.44,14400,2546.44
T00456,2026-07-07,C0049,Budget,East,Patna,P010,Air Fryer,Home Appliances,2,9362.41,10.0,UPI,Mobile App,4.2,4,18724.82,1872.48,16852.34,14400,2452.34
T00457,2026-01-30,C0008,Budget,North,Jaipur,P007,Backpack,Fashion,1,,5.0,UPI,Website,4.6,6,2162.54,108.13,2054.41,1800,254.41
